Customer type,Gender,Product line,Unit price,Quantity,Time,Payment,Gross margin ,Rating,Day,Month
Normal,Female,Health and beauty,55.81,6,11:52,Cash,4.761904762,9.9,22,1
Member,Male,Home and lifestyle,72.78,10,17:24,Cash,4.761904762,7.3,3,2
Member,Male,Sports and travel,37.32,9,15:31,Ewallet,4.761904762,5.1,6,3
Member,Male,Fashion accessories,60.18,4,18:04,Credit card,4.761904762,9.4,16,2
Normal,Female,Electronic accessories,15.69,3,14:13,Credit card,4.761904762,5.8,14,3
Normal,Female,Electronic accessories,99.69,1,10:23,Credit card,4.761904762,8,27,2
Member,Female,Fashion accessories,88.15,3,10:11,Ewallet,4.761904762,7.9,18,1
Member,Female,Sports and travel,27.93,5,15:48,Cash,4.761904762,5.9,29,1
Member,Male,Fashion accessories,55.45,1,17:46,Credit card,4.761904762,4.9,26,2
Normal,Female,Sports and travel,42.97,3,11:46,Cash,4.761904762,9.3,3,2
Member,Male,Sports and travel,17.14,7,12:07,Credit card,4.761904762,7.9,16,1
Member,Female,Fashion accessories,58.75,6,18:14,Credit card,4.761904762,5.9,24,3
Member,Female,Food and beverages,87.1,10,14:45,Credit card,4.761904762,9.9,12,2
Normal,Female,Sports and travel,98.8,2,11:39,Cash,4.761904762,7.7,21,2
Normal,Female,Fashion accessories,48.63,4,15:44,Ewallet,4.761904762,7.6,4,2
Member,Male,Food and beverages,57.74,3,13:06,Ewallet,4.761904762,7.7,20,2
Normal,Female,Health and beauty,17.97,4,20:43,Ewallet,4.761904762,6.4,23,2
Member,Female,Health and beauty,47.71,6,14:19,Ewallet,4.761904762,4.4,16,2
Normal,Female,Sports and travel,40.62,2,10:01,Credit card,4.761904762,4.1,17,1
Member,Male,Fashion accessories,56.04,10,19:30,Ewallet,4.761904762,4.4,14,1
Member,Male,Food and beverages,93.4,2,16:34,Cash,4.761904762,5.5,30,3
Normal,Female,Health and beauty,73.41,3,13:10,Ewallet,4.761904762,4,2,3
Normal,Male,Health and beauty,33.64,8,17:10,Credit card,4.761904762,9.3,15,2
Normal,Female,Electronic accessories,45.48,10,10:22,Credit card,4.761904762,4.8,1,3
Member,Male,Fashion accessories,83.77,2,19:57,Cash,4.761904762,4.6,24,2
Member,Female,Sports and travel,64.08,7,19:29,Credit card,4.761904762,7.3,19,2
Member,Female,Food and beverages,73.47,4,18:30,Cash,4.761904762,6,23,2
Normal,Male,Health and beauty,58.95,10,14:27,Ewallet,4.761904762,8.1,7,2
Member,Male,Food and beverages,48.5,6,13:57,Ewallet,4.761904762,9.4,11,1
Member,Female,Electronic accessories,39.48,1,19:43,Cash,4.761904762,6.5,12,2
Normal,Female,Sports and travel,34.81,1,10:11,Credit card,4.761904762,7,14,1
Normal,Female,Fashion accessories,49.32,6,13:46,Ewallet,4.761904762,7.1,9,1
Member,Male,Fashion accessories,21.48,2,12:22,Ewallet,4.761904762,6.6,27,2
Member,Female,Sports and travel,23.08,6,19:20,Ewallet,4.761904762,4.9,24,1
Member,Female,Home and lifestyle,49.1,2,12:58,Credit card,4.761904762,6.4,8,1
Member,Female,Sports and travel,64.83,2,11:59,Credit card,4.761904762,8,8,1
Member,Male,Home and lifestyle,63.56,10,17:59,Cash,4.761904762,4.3,16,1
Member,Male,Sports and travel,72.88,2,12:51,Cash,4.761904762,6.1,13,3
Normal,Female,Food and beverages,67.1,3,10:36,Cash,4.761904762,7.5,15,2
Member,Female,Sports and travel,70.19,9,13:38,Cash,4.761904762,6.7,25,1
Member,Male,Food and beverages,55.04,7,19:39,Ewallet,4.761904762,5.2,12,3
Member,Male,Health and beauty,48.63,10,12:44,Cash,4.761904762,8.8,4,3
Member,Female,Fashion accessories,73.38,7,13:56,Cash,4.761904762,9.5,10,2
Normal,Female,Food and beverages,52.6,9,14:42,Cash,4.761904762,7.6,16,1
Member,Female,Home and lifestyle,87.37,5,19:45,Cash,4.761904762,6.6,29,1
Member,Female,Sports and travel,27.04,4,20:26,Ewallet,4.761904762,6.9,1,1
Normal,Male,Home and lifestyle,62.19,4,19:46,Ewallet,4.761904762,4.3,6,1
Member,Male,Electronic accessories,69.58,9,19:38,Credit card,4.761904762,7.8,19,2
Normal,Male,Home and lifestyle,97.5,10,16:18,Ewallet,4.761904762,8,12,1
Normal,Female,Fashion accessories,60.41,8,12:23,Ewallet,4.761904762,9.6,7,2
Normal,Male,Food and beverages,32.32,3,19:11,Credit card,4.761904762,4.3,27,3
Member,Female,Fashion accessories,19.77,10,18:57,Credit card,4.761904762,5,27,2
Member,Male,Health and beauty,80.47,9,11:18,Cash,4.761904762,9.2,6,1
Member,Female,Home and lifestyle,88.39,9,12:40,Cash,4.761904762,6.3,2,3
Normal,Male,Health and beauty,71.77,7,14:06,Cash,4.761904762,8.9,29,3
Normal,Female,Electronic accessories,43,4,20:48,Ewallet,4.761904762,7.6,31,1
Member,Male,Food and beverages,68.98,1,20:13,Cash,4.761904762,4.8,21,1
Normal,Male,Fashion accessories,15.62,8,20:37,Ewallet,4.761904762,9.1,20,1
Normal,Male,Sports and travel,25.7,3,17:59,Ewallet,4.761904762,6.1,17,1
Member,Male,Food and beverages,80.62,6,20:18,Cash,4.761904762,9.1,28,2
Member,Female,Home and lifestyle,75.53,4,15:52,Ewallet,4.761904762,8.3,19,3
Normal,Female,Electronic accessories,77.63,9,15:14,Ewallet,4.761904762,7.2,19,2
Normal,Female,Health and beauty,13.85,9,12:50,Ewallet,4.761904762,6,4,2
Member,Male,Fashion accessories,98.7,8,10:36,Ewallet,4.761904762,8.5,31,1
Normal,Female,Health and beauty,35.68,5,18:33,Credit card,4.761904762,6.6,6,2
Member,Female,Fashion accessories,71.46,7,16:06,Ewallet,4.761904762,4.5,28,3
Member,Male,Electronic accessories,11.94,3,12:47,Credit card,4.761904762,8.1,19,1
Normal,Male,Fashion accessories,45.38,3,13:34,Credit card,4.761904762,7.2,17,2
Member,Female,Fashion accessories,17.48,6,15:04,Credit card,4.761904762,6.1,18,1
Normal,Female,Fashion accessories,25.56,7,20:42,Cash,4.761904762,7.1,2,2
Member,Female,Sports and travel,90.63,9,15:28,Cash,4.761904762,5.1,18,1
Normal,Male,Home and lifestyle,44.12,3,13:45,Credit card,4.761904762,7.9,18,3
Member,Female,Food and beverages,36.77,7,20:10,Cash,4.761904762,7.4,11,1
Member,Male,Food and beverages,23.34,4,18:53,Ewallet,4.761904762,7.4,4,2
Member,Female,Health and beauty,28.5,8,14:24,Cash,4.761904762,6.6,6,2
Member,Male,Home and lifestyle,55.57,3,11:42,Credit card,4.761904762,5.9,8,1
Normal,Male,Sports and travel,69.74,10,17:49,Credit card,4.761904762,8.9,5,3
Normal,Male,Fashion accessories,97.26,4,15:33,Ewallet,4.761904762,6.8,16,3
Member,Female,Home and lifestyle,52.18,7,10:54,Cash,4.761904762,9.3,9,3
Member,Female,Fashion accessories,22.32,4,16:23,Credit card,4.761904762,4.4,1,3
Normal,Male,Health and beauty,56,3,19:33,Ewallet,4.761904762,4.8,28,2
Member,Male,Fashion accessories,19.7,1,11:39,Ewallet,4.761904762,9.5,8,2
Normal,Male,Electronic accessories,75.88,7,10:38,Ewallet,4.761904762,8.9,24,1
Member,Male,Food and beverages,53.72,1,20:03,Ewallet,4.761904762,6.4,1,3
Member,Male,Health and beauty,81.95,10,12:39,Credit card,4.761904762,6,10,3
Member,Female,Home and lifestyle,81.2,7,15:59,Credit card,4.761904762,8.1,23,3
Normal,Male,Electronic accessories,58.76,10,14:26,Ewallet,4.761904762,9,29,1
Member,Male,Electronic accessories,91.56,8,18:22,Ewallet,4.761904762,6,12,1
Normal,Male,Home and lifestyle,93.96,9,11:32,Cash,4.761904762,9.8,20,3
Normal,Male,Home and lifestyle,55.61,7,12:41,Cash,4.761904762,8.5,23,3
Normal,Male,Food and beverages,84.83,1,15:20,Ewallet,4.761904762,8.8,14,1
Member,Female,Sports and travel,71.63,2,14:33,Ewallet,4.761904762,8.8,12,2
Member,Male,Home and lifestyle,37.69,2,15:29,Ewallet,4.761904762,9.5,20,2
Member,Female,Sports and travel,31.67,8,16:19,Credit card,4.761904762,5.6,2,1
Member,Female,Food and beverages,38.42,1,16:33,Cash,4.761904762,8.6,2,2
Member,Male,Fashion accessories,65.23,10,19:07,Credit card,4.761904762,5.2,8,1
Member,Female,Home and lifestyle,10.53,5,14:43,Credit card,4.761904762,5.8,30,1
Member,Female,Home and lifestyle,12.29,9,19:28,Credit card,4.761904762,8,26,3
Member,Male,Health and beauty,81.23,7,20:44,Cash,4.761904762,9,15,1
Member,Female,Fashion accessories,22.32,4,11:16,Ewallet,4.761904762,4.1,14,3
Normal,Female,Food and beverages,27.28,5,10:31,Credit card,4.761904762,8.6,3,2
Member,Female,Electronic accessories,17.42,10,12:30,Ewallet,4.761904762,7,22,2
Normal,Male,Home and lifestyle,73.28,5,15:05,Ewallet,4.761904762,8.4,24,1
Member,Female,Fashion accessories,84.87,3,18:30,Ewallet,4.761904762,7.4,25,1
Normal,Female,Fashion accessories,97.29,8,13:18,Credit card,4.761904762,6.2,9,3
Member,Female,Electronic accessories,35.74,8,15:28,Ewallet,4.761904762,4.9,17,2
Normal,Female,Home and lifestyle,96.52,6,11:52,Cash,4.761904762,4.5,11,1
Member,Male,Food and beverages,18.85,10,18:24,Ewallet,4.761904762,5.6,27,2
Normal,Female,Food and beverages,55.39,4,15:19,Ewallet,4.761904762,8,25,3
Member,Female,Food and beverages,77.2,10,10:38,Credit card,4.761904762,5.6,11,2
Normal,Male,Electronic accessories,72.13,10,15:12,Credit card,4.761904762,4.2,31,1
Member,Female,Fashion accessories,63.88,8,17:48,Ewallet,4.761904762,9.9,20,1
Member,Female,Health and beauty,10.69,5,11:07,Ewallet,4.761904762,7.6,26,3
Member,Male,Health and beauty,55.5,4,15:48,Credit card,4.761904762,6.6,20,1
Normal,Female,Home and lifestyle,95.46,8,19:40,Ewallet,4.761904762,4.7,5,3
Normal,Female,Fashion accessories,76.06,3,20:30,Credit card,4.761904762,9.8,5,1
Normal,Male,Sports and travel,13.69,6,13:59,Cash,4.761904762,6.3,13,2
Normal,Female,Electronic accessories,95.64,4,18:51,Cash,4.761904762,7.9,16,3
Normal,Female,Home and lifestyle,11.43,6,17:24,Cash,4.761904762,7.7,15,1
Member,Female,Sports and travel,95.54,4,11:58,Ewallet,4.761904762,4.5,26,2
Member,Female,Health and beauty,85.87,7,19:01,Credit card,4.761904762,8,27,2
Member,Female,Sports and travel,67.99,7,16:50,Ewallet,4.761904762,5.7,17,2
Normal,Female,Food and beverages,52.42,1,10:22,Credit card,4.761904762,6.3,6,2
Member,Male,Food and beverages,65.65,2,16:46,Cash,4.761904762,6,17,1
Normal,Female,Food and beverages,28.86,5,18:08,Credit card,4.761904762,8,22,1
Member,Male,Health and beauty,65.31,7,18:02,Credit card,4.761904762,4.2,5,3
Normal,Male,Sports and travel,93.38,1,13:07,Cash,4.761904762,9.6,3,1
Member,Male,Sports and travel,25.25,5,17:52,Cash,4.761904762,6.1,20,3
Member,Male,Electronic accessories,87.87,9,20:32,Ewallet,4.761904762,5.6,31,1
Normal,Male,Health and beauty,21.8,8,19:24,Cash,4.761904762,8.3,19,2
Normal,Female,Sports and travel,94.76,4,16:06,Ewallet,4.761904762,7.8,11,2
Member,Female,Fashion accessories,30.62,1,14:14,Credit card,4.761904762,4.1,5,2
Normal,Female,Home and lifestyle,44.01,8,17:36,Cash,4.761904762,8.8,3,3
Member,Female,Health and beauty,10.16,5,13:08,Ewallet,4.761904762,4.1,24,2
Normal,Male,Electronic accessories,74.58,7,16:09,Credit card,4.761904762,9,4,2
Normal,Male,Electronic accessories,71.89,8,11:33,Ewallet,4.761904762,5.5,19,2
Normal,Female,Health and beauty,10.99,5,10:18,Credit card,4.761904762,9.3,23,1
Member,Male,Health and beauty,60.47,3,10:55,Credit card,4.761904762,5.6,14,1
Normal,Male,Sports and travel,58.91,7,15:15,Ewallet,4.761904762,9.7,17,1
Normal,Male,Fashion accessories,46.41,1,20:06,Credit card,4.761904762,4,3,3
Member,Male,Health and beauty,68.55,4,20:21,Credit card,4.761904762,9.2,15,2
Normal,Female,Home and lifestyle,97.37,10,13:48,Credit card,4.761904762,4.9,15,1
Member,Male,Electronic accessories,92.6,7,12:52,Credit card,4.761904762,9.3,27,2
Normal,Female,Electronic accessories,46.61,2,12:28,Credit card,4.761904762,6.6,26,2
Normal,Male,Fashion accessories,27.18,2,16:26,Ewallet,4.761904762,4.3,15,3
Member,Female,Home and lifestyle,60.87,1,13:24,Cash,4.761904762,5.5,24,1
Member,Female,Sports and travel,24.49,10,15:15,Cash,4.761904762,8.1,22,2
Normal,Male,Health and beauty,92.78,1,10:50,Credit card,4.761904762,9.8,15,3
Member,Male,Home and lifestyle,86.69,5,18:38,Ewallet,4.761904762,9.4,11,2
Normal,Male,Sports and travel,23.01,6,16:45,Ewallet,4.761904762,7.9,12,1
Member,Female,Electronic accessories,30.2,8,19:30,Ewallet,4.761904762,5.1,3,3
Member,Male,Fashion accessories,67.39,7,13:23,Ewallet,4.761904762,6.9,23,3
Member,Female,Fashion accessories,48.96,9,11:27,Cash,4.761904762,8,4,3
Member,Female,Electronic accessories,75.59,9,11:12,Cash,4.761904762,8,23,2
Normal,Female,Home and lifestyle,77.47,4,16:36,Cash,4.761904762,4.2,17,3
Normal,Female,Sports and travel,93.18,2,18:41,Credit card,4.761904762,8.5,16,1
Normal,Female,Electronic accessories,50.23,4,17:12,Cash,4.761904762,9,8,1
Normal,Female,Health and beauty,17.75,1,10:38,Cash,4.761904762,8.6,14,1
Normal,Female,Fashion accessories,62.18,10,10:33,Ewallet,4.761904762,6,31,1
Normal,Male,Health and beauty,10.75,8,14:38,Ewallet,4.761904762,6.2,15,3
Normal,Female,Electronic accessories,40.26,10,18:06,Credit card,4.761904762,5,24,2
Member,Female,Sports and travel,64.97,5,12:52,Credit card,4.761904762,6.5,8,2
Normal,Male,Electronic accessories,95.15,1,14:00,Cash,4.761904762,6,22,3
Member,Female,Electronic accessories,48.62,8,10:57,Cash,4.761904762,5,24,1
Normal,Female,Food and beverages,53.21,8,16:45,Ewallet,4.761904762,5,14,3
Normal,Female,Fashion accessories,45.44,7,11:15,Cash,4.761904762,9.2,23,1
Normal,Male,Food and beverages,33.88,8,20:29,Ewallet,4.761904762,9.6,19,1
Member,Male,Health and beauty,96.16,4,20:03,Credit card,4.761904762,8.4,27,1
Member,Male,Food and beverages,47.16,5,14:35,Credit card,4.761904762,6,3,2
Normal,Male,Electronic accessories,52.89,4,16:32,Ewallet,4.761904762,6.7,25,3
Member,Female,Home and lifestyle,47.68,2,10:10,Credit card,4.761904762,4.1,24,2
Member,Male,Sports and travel,10.17,1,14:15,Cash,4.761904762,5.9,7,2
Normal,Female,Health and beauty,68.71,3,10:05,Cash,4.761904762,8.7,4,3
Member,Female,Sports and travel,60.08,7,11:36,Credit card,4.761904762,4.5,14,2
Member,Female,Sports and travel,22.01,4,18:15,Credit card,4.761904762,6.6,29,1
Member,Female,Health and beauty,72.11,9,13:53,Credit card,4.761904762,7.7,28,1
Member,Male,Fashion accessories,41.28,3,18:37,Credit card,4.761904762,8.5,26,3
Normal,Male,Electronic accessories,64.95,10,18:27,Cash,4.761904762,5.2,24,3
Member,Female,Electronic accessories,74.22,10,14:42,Credit card,4.761904762,4.3,1,1
Normal,Male,Electronic accessories,10.56,8,17:43,Cash,4.761904762,7.6,24,1
Normal,Male,Health and beauty,62.57,4,18:37,Cash,4.761904762,9.5,25,2
Member,Female,Sports and travel,11.85,8,16:34,Cash,4.761904762,4.1,9,1
Member,Male,Health and beauty,91.3,1,14:42,Ewallet,4.761904762,9.2,14,2
Member,Female,Home and lifestyle,40.73,7,11:01,Ewallet,4.761904762,5.4,12,3
Normal,Male,Fashion accessories,52.38,1,19:44,Cash,4.761904762,5.8,26,3
Member,Male,Fashion accessories,38.54,5,13:34,Ewallet,4.761904762,5.6,9,1
Normal,Male,Sports and travel,44.63,6,20:08,Credit card,4.761904762,5.1,2,1
Normal,Male,Electronic accessories,55.87,10,15:01,Cash,4.761904762,5.8,15,1
Member,Female,Sports and travel,29.22,6,11:40,Ewallet,4.761904762,5,1,1
Normal,Male,Fashion accessories,51.94,3,15:21,Cash,4.761904762,7.9,15,2
Normal,Male,Electronic accessories,60.3,1,17:38,Cash,4.761904762,6,28,2
Member,Female,Sports and travel,39.47,2,16:16,Credit card,4.761904762,5,2,3
Member,Female,Food and beverages,14.87,2,18:15,Credit card,4.761904762,8.9,13,2
Normal,Male,Fashion accessories,21.32,1,12:43,Cash,4.761904762,5.9,26,1
Member,Male,Electronic accessories,93.78,3,11:32,Credit card,4.761904762,5.9,30,1
Member,Male,Electronic accessories,73.26,1,18:08,Ewallet,4.761904762,9.7,27,1
Normal,Female,Sports and travel,22.38,1,17:08,Credit card,4.761904762,8.6,30,1
Member,Female,Food and beverages,72.88,9,19:38,Cash,4.761904762,4,8,1
Normal,Female,Fashion accessories,99.1,6,13:11,Cash,4.761904762,4.2,19,1
Normal,Male,Fashion accessories,74.1,1,11:05,Cash,4.761904762,9.2,25,1
Normal,Female,Fashion accessories,98.48,2,10:12,Ewallet,4.761904762,9.2,19,2
Normal,Male,Health and beauty,53.19,7,15:42,Ewallet,4.761904762,5,14,1
Normal,Female,Electronic accessories,52.79,10,11:58,Ewallet,4.761904762,10,25,2
Member,Female,Health and beauty,95.95,5,14:21,Ewallet,4.761904762,8.8,23,1
Normal,Female,Fashion accessories,36.51,9,10:52,Cash,4.761904762,4.2,16,2
Normal,Male,Food and beverages,21.12,8,19:31,Cash,4.761904762,6.3,1,1
Member,Female,Home and lifestyle,28.31,4,18:35,Cash,4.761904762,8.2,7,3
Normal,Male,Health and beauty,57.59,6,13:51,Cash,4.761904762,5.1,15,2
Member,Female,Food and beverages,47.63,9,12:35,Cash,4.761904762,5,23,1
Member,Female,Home and lifestyle,86.27,1,13:24,Ewallet,4.761904762,7,20,2
Member,Male,Sports and travel,12.76,2,18:06,Ewallet,4.761904762,7.8,8,1
Normal,Female,Home and lifestyle,11.28,9,11:55,Credit card,4.761904762,4.3,17,3
Normal,Female,Home and lifestyle,51.07,7,11:42,Cash,4.761904762,7,12,1
Member,Female,Electronic accessories,79.59,3,14:30,Cash,4.761904762,6.6,8,1
Member,Male,Health and beauty,33.81,3,15:11,Ewallet,4.761904762,7.3,26,1
Member,Male,Sports and travel,90.53,8,14:48,Credit card,4.761904762,6.5,15,3
Member,Female,Health and beauty,62.82,2,12:36,Ewallet,4.761904762,4.9,17,1
Member,Male,Food and beverages,24.31,3,19:09,Credit card,4.761904762,4.3,8,1
Normal,Male,Sports and travel,64.59,4,13:35,Ewallet,4.761904762,9.3,6,1
Member,Male,Food and beverages,24.82,7,10:33,Credit card,4.761904762,7.1,16,2
Normal,Male,Fashion accessories,56.5,1,15:45,Ewallet,4.761904762,9.6,13,3
Member,Female,Electronic accessories,21.43,10,11:51,Cash,4.761904762,6.2,28,1
Member,Male,Sports and travel,89.06,6,17:26,Cash,4.761904762,9.9,18,1
Member,Male,Home and lifestyle,23.29,4,11:52,Credit card,4.761904762,5.9,19,3
Normal,Male,Home and lifestyle,65.26,8,14:04,Ewallet,4.761904762,6.3,15,3
Member,Male,Fashion accessories,52.35,1,17:49,Cash,4.761904762,4,12,2
Member,Male,Electronic accessories,39.75,1,20:19,Cash,4.761904762,6.1,25,2
Normal,Female,Electronic accessories,90.02,8,16:08,Credit card,4.761904762,4.5,21,3
Member,Female,Electronic accessories,12.1,8,10:17,Ewallet,4.761904762,8.6,19,1
Member,Female,Food and beverages,33.21,10,14:25,Ewallet,4.761904762,6,8,1
Member,Female,Fashion accessories,10.18,8,12:51,Credit card,4.761904762,9.5,30,3
Member,Male,Sports and travel,31.99,10,15:18,Credit card,4.761904762,9.9,20,2
Member,Female,Home and lifestyle,34.42,6,12:45,Ewallet,4.761904762,7.5,30,3
Member,Female,Food and beverages,83.34,2,13:37,Cash,4.761904762,7.6,19,3
Normal,Male,Sports and travel,45.58,7,10:03,Cash,4.761904762,5,13,1
Member,Male,Food and beverages,87.9,1,19:42,Ewallet,4.761904762,6.7,5,2
Member,Female,Electronic accessories,73.47,10,13:14,Ewallet,4.761904762,9.5,23,3
Normal,Female,Fashion accessories,12.19,8,12:47,Ewallet,4.761904762,6.8,13,3
Member,Male,Sports and travel,76.92,10,19:53,Ewallet,4.761904762,5.6,17,3
Normal,Female,Health and beauty,83.66,5,10:26,Cash,4.761904762,7.2,21,2
Normal,Female,Electronic accessories,57.91,8,15:06,Cash,4.761904762,8.1,7,2
Member,Female,Fashion accessories,92.49,5,16:35,Credit card,4.761904762,8.6,2,3
Normal,Male,Electronic accessories,28.38,5,20:57,Cash,4.761904762,9.4,6,3
Member,Male,Electronic accessories,50.45,6,15:16,Credit card,4.761904762,8.9,6,2
Normal,Male,Health and beauty,99.16,8,17:47,Credit card,4.761904762,4.2,28,1
Normal,Male,Fashion accessories,60.74,7,16:23,Ewallet,4.761904762,5,18,1
Member,Female,Food and beverages,47.27,6,10:17,Cash,4.761904762,8.8,5,2
Member,Male,Health and beauty,85.6,7,13:50,Cash,4.761904762,5.3,2,3
Member,Male,Food and beverages,35.04,9,19:17,Ewallet,4.761904762,4.6,9,2
Member,Female,Electronic accessories,44.84,9,14:00,Credit card,4.761904762,7.5,14,1
Normal,Male,Home and lifestyle,45.97,4,12:02,Ewallet,4.761904762,5.1,9,2
Member,Female,Health and beauty,27.73,5,20:21,Credit card,4.761904762,4.2,26,3
Normal,Male,Food and beverages,11.53,7,17:35,Cash,4.761904762,8.1,28,1
Normal,Female,Health and beauty,58.32,2,12:42,Ewallet,4.761904762,6,14,2
Member,Female,Home and lifestyle,78.38,4,17:56,Cash,4.761904762,7.9,24,3
Normal,Male,Health and beauty,84.61,10,18:58,Credit card,4.761904762,8.8,9,2
Normal,Female,Health and beauty,82.88,5,14:08,Credit card,4.761904762,6.6,24,3
Member,Female,Food and beverages,79.54,2,16:30,Ewallet,4.761904762,6.2,27,3
Normal,Female,Home and lifestyle,49.01,10,10:44,Credit card,4.761904762,4.2,27,1
Member,Female,Food and beverages,29.15,3,20:29,Credit card,4.761904762,7.3,27,3
Normal,Female,Electronic accessories,56.13,4,11:43,Ewallet,4.761904762,8.6,19,1
Normal,Female,Home and lifestyle,93.12,8,10:09,Cash,4.761904762,6.8,7,2
Member,Male,Fashion accessories,51.34,8,10:00,Ewallet,4.761904762,7.6,31,1
Member,Female,Food and beverages,99.6,3,18:45,Cash,4.761904762,5.8,25,2
Normal,Female,Electronic accessories,35.49,6,12:40,Cash,4.761904762,4.1,2,2
Member,Male,Sports and travel,42.85,1,15:36,Credit card,4.761904762,9.3,14,3
Normal,Female,Fashion accessories,94.67,4,12:04,Cash,4.761904762,6.8,11,3
Normal,Male,Home and lifestyle,68.97,3,11:26,Ewallet,4.761904762,8.7,22,2
Member,Female,Electronic accessories,26.26,3,12:36,Ewallet,4.761904762,6.3,2,3
Member,Female,Home and lifestyle,35.79,9,15:06,Credit card,4.761904762,5.1,10,3
Normal,Female,Home and lifestyle,16.37,6,10:58,Cash,4.761904762,7,8,2
Member,Female,Home and lifestyle,12.73,2,12:10,Credit card,4.761904762,5.2,22,2
Normal,Female,Sports and travel,83.14,7,10:31,Credit card,4.761904762,6.6,10,1
Member,Female,Sports and travel,35.22,6,13:49,Ewallet,4.761904762,6.5,14,3
Normal,Female,Electronic accessories,13.78,4,11:10,Ewallet,4.761904762,9,10,1
Member,Male,Sports and travel,88.31,1,17:38,Credit card,4.761904762,5.2,15,2
Member,Female,Health and beauty,39.62,9,17:54,Credit card,4.761904762,6.8,13,1
Normal,Female,Electronic accessories,88.25,9,20:51,Credit card,4.761904762,7.6,15,2
Normal,Male,Sports and travel,25.31,2,19:26,Ewallet,4.761904762,7.2,2,3
Normal,Male,Home and lifestyle,99.92,6,13:33,Ewallet,4.761904762,7.1,24,3
Member,Female,Fashion accessories,83.35,2,14:05,Credit card,4.761904762,9.5,2,2
Normal,Female,Food and beverages,74.44,10,11:40,Ewallet,4.761904762,5.1,27,2
Normal,Male,Health and beauty,64.08,7,12:27,Ewallet,4.761904762,7.6,20,1
Normal,Female,Home and lifestyle,63.15,6,20:24,Ewallet,4.761904762,9.8,3,1
Member,Male,Home and lifestyle,85.72,3,20:59,Ewallet,4.761904762,5.1,24,1
Normal,Female,Health and beauty,78.89,7,19:48,Ewallet,4.761904762,7.5,5,1
Normal,Female,Sports and travel,89.48,5,10:18,Cash,4.761904762,7.4,30,3
Member,Female,Health and beauty,92.09,3,16:27,Cash,4.761904762,4.2,17,2
Normal,Female,Food and beverages,57.29,6,17:04,Ewallet,4.761904762,5.9,21,3
Normal,Male,Food and beverages,66.52,4,18:14,Ewallet,4.761904762,6.9,2,3
Member,Male,Fashion accessories,99.82,9,10:43,Cash,4.761904762,6.6,27,3
Normal,Female,Home and lifestyle,45.68,10,19:30,Ewallet,4.761904762,5.7,19,1
Normal,Male,Health and beauty,50.79,5,14:53,Credit card,4.761904762,5.3,19,2
Member,Male,Health and beauty,10.08,7,20:14,Cash,4.761904762,4.2,28,3
Normal,Female,Electronic accessories,93.88,7,11:51,Credit card,4.761904762,7.3,5,1
Member,Male,Electronic accessories,84.25,2,14:13,Credit card,4.761904762,5.3,26,3
Member,Male,Fashion accessories,53.78,1,20:13,Ewallet,4.761904762,4.7,3,2
Member,Male,Home and lifestyle,35.81,5,18:44,Ewallet,4.761904762,7.9,6,2
Normal,Female,Food and beverages,26.43,8,14:26,Ewallet,4.761904762,8.9,24,2
Member,Male,Health and beauty,39.91,3,12:40,Ewallet,4.761904762,9.3,21,2
Member,Female,Home and lifestyle,21.9,3,18:43,Ewallet,4.761904762,4.7,9,1
Member,Female,Food and beverages,62.85,4,13:22,Ewallet,4.761904762,8.7,25,2
Member,Female,Food and beverages,21.04,4,13:58,Cash,4.761904762,7.6,13,1
Member,Male,Home and lifestyle,65.91,6,11:45,Cash,4.761904762,5.7,9,2
Normal,Female,Fashion accessories,42.57,7,11:51,Cash,4.761904762,6.8,6,1
Member,Male,Food and beverages,50.49,9,17:16,Cash,4.761904762,5.4,10,1
Normal,Male,Electronic accessories,46.02,6,15:55,Cash,4.761904762,7.1,7,2
Normal,Female,Home and lifestyle,15.8,10,12:07,Cash,4.761904762,7.8,9,1
Member,Female,Food and beverages,98.66,9,15:07,Cash,4.761904762,8.4,19,2
Member,Male,Fashion accessories,91.98,1,15:29,Cash,4.761904762,9.8,18,3
Member,Male,Electronic accessories,20.89,2,18:45,Cash,4.761904762,9.8,5,2
Normal,Female,Fashion accessories,15.5,1,15:23,Credit card,4.761904762,7.4,19,3
Member,Male,Electronic accessories,96.82,3,20:37,Cash,4.761904762,6.7,30,3
Normal,Male,Food and beverages,33.33,2,14:41,Credit card,4.761904762,6.4,26,1
Normal,Female,Electronic accessories,38.27,2,18:18,Credit card,4.761904762,5.8,2,3
Normal,Female,Home and lifestyle,33.3,9,15:27,Ewallet,4.761904762,7.2,4,3
Member,Male,Home and lifestyle,81.01,3,12:55,Credit card,4.761904762,9.3,13,1
Normal,Female,Health and beauty,15.8,3,18:02,Cash,4.761904762,9.5,25,3
Member,Female,Electronic accessories,34.49,5,19:44,Credit card,4.761904762,9,11,3
Member,Female,Food and beverages,84.63,10,11:36,Credit card,4.761904762,9,1,1
Member,Male,Home and lifestyle,36.91,7,13:51,Ewallet,4.761904762,6.7,10,2
Normal,Male,Electronic accessories,87.08,7,15:17,Cash,4.761904762,5.5,26,1
Normal,Male,Home and lifestyle,80.08,3,15:29,Cash,4.761904762,5.4,11,2
Normal,Male,Fashion accessories,86.13,2,17:59,Cash,4.761904762,8.2,7,2
Member,Male,Fashion accessories,49.92,2,11:55,Credit card,4.761904762,7,6,3
